id,source_id,review_route,quality_score,primary_skill,prerequisite,license_decision,age_decision,title_or_question,canonical_url
library_of_congress_free_to_use-85f9f15fb12af82c,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,"[Portrait of journalist, Lillian Parker Thomas, standing before studio backdrop] / Giers & Koellein, Nashville, Tenn.",https://www.loc.gov/item/2016645946/
library_of_congress_free_to_use-86a7650dfb6590a2,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,"Amish life in Lancaster, Pennsylvania",https://www.loc.gov/item/2011632888/
library_of_congress_free_to_use-8838dfbc45a8d16d,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,"The easily identifiable (thanks to its huge artistic sign) downtown J. Erik Jonsson Central Library, across from City Hall",https://www.loc.gov/item/2014633407/
library_of_congress_free_to_use-890c7151fdcaa892,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,"Storybook Gardens billboard, Lake Delton, WIsconsin",https://www.loc.gov/item/2017702411/
library_of_congress_free_to_use-8ed37a317efa919e,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,Jelina Cubic at work at the winding operation.,https://www.loc.gov/item/afcwip001660/
library_of_congress_free_to_use-937c8f76cb114a82,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,Map of the world with the most recent discoveries.,https://www.loc.gov/item/99463788/
library_of_congress_free_to_use-9519aec736028067,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,"Federal Theatre presents ""Big blow"" A drama of the hurricane country by Theodore Pratt / / Halls.",https://www.loc.gov/item/98517503/
library_of_congress_free_to_use-95d00a88586d9e04,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,Christmas Puck / W.E. Hill '13.,https://www.loc.gov/item/2011649649/
library_of_congress_free_to_use-998cd85f49c788a0,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,Go,https://www.loc.gov/item/2009615541/
library_of_congress_free_to_use-9a919e665afd8367,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,Representation of waterspouts at St. Jago de la Vega in Jamaica,https://www.loc.gov/item/2003688585/
library_of_congress_free_to_use-a00af33e61079cda,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,"Edward Penfield, his book",https://www.loc.gov/item/2007683282/
library_of_congress_free_to_use-a24dc36be2266338,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,[Abraham Lincoln],https://www.loc.gov/item/2015645458/
library_of_congress_free_to_use-a8be0ce6bdb6f828,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,Martha Jiggetts takes a taxi dispatch call at Jiggetts transportation.,https://www.loc.gov/item/afcwip003687/
library_of_congress_free_to_use-abea2662f874a335,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,Katmai Volcano in eruption,https://www.loc.gov/item/99614667/
library_of_congress_free_to_use-b2ea5f1c5951dfff,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,"Two Stiffs Selling Gas sign, Lovelock, Nevada",https://www.loc.gov/item/2017704316/
library_of_congress_free_to_use-c4dfc7e073f7165b,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,See America / Dux.,https://www.loc.gov/item/96503125/
library_of_congress_free_to_use-c9c387cd3c6bbcd0,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,"[Henry Ford, head-and-shoulders portrait, facing slightly left] / Hartsook photo.",https://www.loc.gov/item/94506959/
library_of_congress_free_to_use-d081f8248f3f2f00,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,"Sombreros for sale, the Market, Yauco, Porto Rico",https://www.loc.gov/item/2003680348/
library_of_congress_free_to_use-d65368d9edd777df,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,"Martenet's Map of Harford County, Maryland : shore lines and tide water from U.S. Coast Survey, the county from actual surveys",https://www.loc.gov/item/2002624008/
library_of_congress_free_to_use-da154eaeb027f88c,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,Fishing,https://www.loc.gov/item/2018757264/
library_of_congress_free_to_use-e0641168a6ba183d,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,The adventures of today are the memories of tomorrow National parks / / Dorothy Waugh.,https://www.loc.gov/item/2001696163/
library_of_congress_free_to_use-e4796c7cc5f08f90,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,"[Four unidentified women on tennis court], 5/31/22",https://www.loc.gov/item/2016832837/
library_of_congress_free_to_use-e6677832145fc909,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,"[Race between Lincoln Beechey in airplane and Barney Oldfield in automobile, going around race track]",https://www.loc.gov/item/2003656135/
library_of_congress_free_to_use-e98e96a34509d5a5,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,"Main Street palms, Jacksonville, Fla.",https://www.loc.gov/item/2013646433/
library_of_congress_free_to_use-eb8dfba7a0b2ace8,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,"This front-seat-only Nash Metropolitan Convertible, vintage circa 1958, had no trouble fitting into a parking space at the Dubuque, Iowa, harbor",https://www.loc.gov/item/2016630658/
library_of_congress_free_to_use-ec162952058394fe,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,"Julie's Victory Diner sign, State Street, Watertown, New York",https://www.loc.gov/item/2017703606/
library_of_congress_free_to_use-ecc80843f52ef6f3,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,"[President Grover Cleveland, half-length portrait, facing right]",https://www.loc.gov/item/96511406/
library_of_congress_free_to_use-f179e39736cd6a17,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,"Zane and Reinhold ""Tex"" Bonnet in their Kitchen",https://www.loc.gov/item/ncr001959/
library_of_congress_free_to_use-f4505c2f650c3669,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,"Tecumseh, Lenawee Co., Michigan 1868.",https://www.loc.gov/item/73693448/
library_of_congress_free_to_use-fa10121c6cf25df6,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,"Tip Top Drive In & Out, Lewiston, Idaho",https://www.loc.gov/item/2010630915/
library_of_congress_free_to_use-fe60964d63c30013,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,"Rose Island Lighthouse, Newport, Rhode Island",https://www.loc.gov/item/2011631292/
library_of_congress_free_to_use-49502162c009ebbd,library_of_congress_free_to_use,sensitive_context_review,52,,,manual_rights_review_required,context_review_required,Give the world the once over in the United States Navy Apply at Navy Recruiting Station / / James H. Daugherty ; Press Navy Recruiting Bureau N.Y.,https://www.loc.gov/item/2002709072/
library_of_congress_free_to_use-6056fac2a2b311e9,library_of_congress_free_to_use,sensitive_context_review,52,,,manual_rights_review_required,context_review_required,"Willst du den Frieden ernten, musst du säen -- darum zeichne 8. Kriegsanleihe ... / Franke, 18.",https://www.loc.gov/item/2004666168/
library_of_congress_free_to_use-790fb674d99f1f5f,library_of_congress_free_to_use,sensitive_context_review,52,,,manual_rights_review_required,context_review_required,"Unfinished steel structure intact after quake, San Francisco",https://www.loc.gov/item/2004680400/
library_of_congress_free_to_use-b00ef2038b331f97,library_of_congress_free_to_use,sensitive_context_review,52,,,manual_rights_review_required,context_review_required,Roy Takeno reading paper in front of office / photograph by Ansel Adams.,https://www.loc.gov/item/2002696030/
library_of_congress_free_to_use-9421da94c37d5768,library_of_congress_free_to_use,manual_review_required,51,,,insufficient_item_rights_evidence,no_automated_flags,"[Portrait of Billie Holiday, Downbeat, New York, N.Y., ca. Feb. 1947]",https://www.loc.gov/item/gottlieb.04211/
library_of_congress_free_to_use-a1bae29d374b7b11,library_of_congress_free_to_use,manual_review_required,47,,,manual_rights_review_required,insufficient_content_for_age_review,Sousa with dogs,https://www.loc.gov/item/sousa.200031428/
library_of_congress_free_to_use-dc95a417a1d6b9fb,library_of_congress_free_to_use,manual_review_required,47,,,manual_rights_review_required,insufficient_content_for_age_review,"[President-elect Wilson and President Taft, standing side by side, laughing, at the White House, prior to Wilson's inauguration ceremonies, March 4, 1913]",https://www.loc.gov/item/00650962/
project_gutenberg-02e2770a6f5ea146,project_gutenberg,manual_review_required,42,,,insufficient_item_rights_evidence,insufficient_content_for_age_review,"The number ""e""",https://www.gutenberg.org/ebooks/127
project_gutenberg-139f560f610bac60,project_gutenberg,manual_review_required,42,,,insufficient_item_rights_evidence,insufficient_content_for_age_review,"The First 100,000 Prime Numbers",https://www.gutenberg.org/ebooks/65
project_gutenberg-178cd64d47a873fe,project_gutenberg,manual_review_required,42,,,insufficient_item_rights_evidence,insufficient_content_for_age_review,"The 32nd Mersenne Prime
Predicted by Mersenne",https://www.gutenberg.org/ebooks/69
project_gutenberg-41da75573bc5602a,project_gutenberg,manual_review_required,42,,,insufficient_item_rights_evidence,insufficient_content_for_age_review,The square root of 2,https://www.gutenberg.org/ebooks/129
project_gutenberg-704eb65d2d4818f6,project_gutenberg,manual_review_required,42,,,insufficient_item_rights_evidence,insufficient_content_for_age_review,Pi,https://www.gutenberg.org/ebooks/50
project_gutenberg-707a107746793381,project_gutenberg,manual_review_required,42,,,insufficient_item_rights_evidence,insufficient_content_for_age_review,A List of Factorial Math Constants,https://www.gutenberg.org/ebooks/212
project_gutenberg-95c5ed1f675afd8a,project_gutenberg,manual_review_required,42,,,insufficient_item_rights_evidence,insufficient_content_for_age_review,The Square Root of 2,https://www.gutenberg.org/ebooks/52
